*sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_biome	*env_feature	*env_material	*geo_loc_name	*host	*lat_lon	altitude	chem_administration	host_body_habitat	host_diet	host_last_meal	host_life_stage	host_sex	isolation_source	perturbation	samp_collect_device	samp_mat_process	samp_size	samp_store_temp	samp_vol_we_dna_ext	description	duplicates *once **twice	DNA_plate	DNA_well
Fe7/29961	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/29961	nan	nan	nan	nan	-80C	nan	nan	nan	P7	E7
Fe7/14295	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/14295	nan	nan	nan	nan	-80C	nan	nan	nan	P4	A7
Fe7/29652	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/29652	nan	nan	nan	nan	-80C	nan	nan	nan	P5	E8
Fe7/14194	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/14194	nan	nan	nan	nan	-80C	nan	nan	nan	P4	F5
Fe7/14194.2	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/14194	nan	nan	nan	nan	-80C	nan	nan	nan	P4	H5
Fe7/29691	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/29691	nan	nan	nan	nan	-80C	nan	nan	nan	P5	D4
Fe7/14174	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2D/14174	nan	nan	nan	nan	-80C	nan	nan	nan	P7	B11
Fe7/29951	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29951	nan	nan	nan	nan	-80C	nan	nan	nan	P3	A5
Fe7/29703	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29703	nan	nan	nan	nan	-80C	nan	nan	nan	P7	D4
Fe7/29934	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29934	nan	nan	nan	nan	-80C	nan	nan	nan	P8	B3
Fe7/14193	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/14193	nan	nan	nan	nan	-80C	nan	nan	nan	P3	C8
Fe7/29865	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/29865	nan	nan	nan	nan	-80C	nan	nan	nan	P3	E4
Fe7/14201	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2E/14201	nan	nan	nan	nan	-80C	nan	nan	nan	P6	D1
Fe7/29667	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/29667	nan	nan	nan	nan	-80C	nan	nan	nan	P5	B11
Fe7/14298	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/14298	nan	nan	nan	nan	-80C	nan	nan	nan	P6	D7
Fe7/29931	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/29931	nan	nan	nan	nan	-80C	nan	nan	nan	P8	B6
Fe7/29754	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/29754	nan	nan	nan	nan	-80C	nan	nan	nan	P7	A7
Fe7/14320	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/14320	nan	nan	nan	nan	-80C	nan	nan	nan	P8	C7
Fe7/14287	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - D-scour Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	2F/14287	nan	nan	nan	nan	-80C	nan	nan	nan	P4	F12
Fe7/29924	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/29924	nan	nan	nan	nan	-80C	nan	nan	nan	P7	B12
Fe7/14209	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/14209	nan	nan	nan	nan	-80C	nan	nan	nan	P4	G6
Fe7/29863	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/29863	nan	nan	nan	nan	-80C	nan	nan	nan	P7	C1
Fe7/29692	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/29692	nan	nan	nan	nan	-80C	nan	nan	nan	P8	E5
Fe7/14188	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/14188	nan	nan	nan	nan	-80C	nan	nan	nan	P3	B10
Fe7/14307	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3A/14307	nan	nan	nan	nan	-80C	nan	nan	nan	P7	B4
Fe7/14183	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14183	nan	nan	nan	nan	-80C	nan	nan	nan	P8	A4
Fe7/14306	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14306	nan	nan	nan	nan	-80C	nan	nan	nan	P3	G11
Fe7/29901	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/29901	nan	nan	nan	nan	-80C	nan	nan	nan	P6	A5
Fe7/14163	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14163	nan	nan	nan	nan	-80C	nan	nan	nan	P8	E8
Fe7/14308	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/14308	nan	nan	nan	nan	-80C	nan	nan	nan	P8	D9
Fe7/29700	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3B/29700	nan	nan	nan	nan	-80C	nan	nan	nan	P8	D3
Fe7/29704	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/29704	nan	nan	nan	nan	-80C	nan	nan	nan	P7	C7
Fe7/14284	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14284	nan	nan	nan	nan	-80C	nan	nan	nan	P7	G6
Fe7/14275	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14275	nan	nan	nan	nan	-80C	nan	nan	nan	P8	A9
Fe7/14231	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14231	nan	nan	nan	nan	-80C	nan	nan	nan	P7	C2
Fe7/14162	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14162	nan	nan	nan	nan	-80C	nan	nan	nan	P4	G1
Fe7/14288	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	ColiGuard Day 7	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3C/14288	nan	nan	nan	nan	-80C	nan	nan	nan	P5	E9
Fe7/29900	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3D/29900	nan	nan	nan	nan	-80C	nan	nan	nan	P7	A2
Fe7/14297	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3D/14297	nan	nan	nan	nan	-80C	nan	nan	nan	P3	B12
Fe7/29679	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3D/29679	nan	nan	nan	nan	-80C	nan	nan	nan	P8	H6
Fe7/29943	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3D/29943	nan	nan	nan	nan	-80C	nan	nan	nan	P3	C5
Fe7/14263	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3D/14263	nan	nan	nan	nan	-80C	nan	nan	nan	P8	G7
Fe7/29702	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/29702	nan	nan	nan	nan	-80C	nan	nan	nan	P8	B10
Fe7/29715	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/29715	nan	nan	nan	nan	-80C	nan	nan	nan	P7	A8
Fe7/14195	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/14195	nan	nan	nan	nan	-80C	nan	nan	nan	P6	C11
Fe7/29655	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/29655	nan	nan	nan	nan	-80C	nan	nan	nan	P3	H3
Fe7/14171	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3E/14171	nan	nan	nan	nan	-80C	nan	nan	nan	P5	F6
Fe7/29745	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29745	nan	nan	nan	nan	-80C	nan	nan	nan	P4	G12
Fe7/29645	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29645	nan	nan	nan	nan	-80C	nan	nan	nan	P4	E4
Fe7/29643	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29643	nan	nan	nan	nan	-80C	nan	nan	nan	P4	A8
Fe7/14261	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/14261	nan	nan	nan	nan	-80C	nan	nan	nan	P3	C11
Fe7/14186	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/14186	nan	nan	nan	nan	-80C	nan	nan	nan	P4	E12
Fe7/29646	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - ColiGuard Day 2	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	3F/29646	nan	nan	nan	nan	-80C	nan	nan	nan	P3	G9
Fe7/14190	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/14190	nan	nan	nan	nan	-80C	nan	nan	nan	P3	F12
Fe7/29797	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/29797	nan	nan	nan	nan	-80C	nan	nan	nan	P3	G10
Fe7/29781	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/29781	nan	nan	nan	nan	-80C	nan	nan	nan	P4	B4
Fe7/29668	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/29668	nan	nan	nan	nan	-80C	nan	nan	nan	P3	F7
Fe7/14265	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/14265	nan	nan	nan	nan	-80C	nan	nan	nan	P5	A2
Fe7/29653	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4A/29653	nan	nan	nan	nan	-80C	nan	nan	nan	P4	G11
Fe7/29633	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/29633	nan	nan	nan	nan	-80C	nan	nan	nan	P4	H8
Fe7/14208	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/14208	nan	nan	nan	nan	-80C	nan	nan	nan	P6	C2
Fe7/14305	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/14305	nan	nan	nan	nan	-80C	nan	nan	nan	P3	C3
Fe7/29949	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/29949	nan	nan	nan	nan	-80C	nan	nan	nan	P4	D5
Fe7/29796	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/29796	nan	nan	nan	nan	-80C	nan	nan	nan	P3	G6
Fe7/29777	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4B/29777	nan	nan	nan	nan	-80C	nan	nan	nan	P3	E2
Fe7/29847	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29847	nan	nan	nan	nan	-80C	nan	nan	nan	P3	G2
Fe7/29793	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29793	nan	nan	nan	nan	-80C	nan	nan	nan	P4	C2
Fe7/29753	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29753	nan	nan	nan	nan	-80C	nan	nan	nan	P3	F1
Fe7/29743	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29743	nan	nan	nan	nan	-80C	nan	nan	nan	P6	H10
Fe7/29718	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29718	nan	nan	nan	nan	-80C	nan	nan	nan	P3	C10
Fe7/29694	nan	nan	Gut microflora metagenomics	2017-02-07 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	4C/29694	nan	nan	nan	nan	-80C	nan	nan	nan	P4	B12
Fe10/14322	nan	nan	Gut microflora metagenomics	2017-02-10 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo Day 10	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/14322	nan	nan	nan	nan	-80C	nan	nan	nan	P7	G8
Fe10/14187	nan	nan	Gut microflora metagenomics	2017-02-10 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo Day 10	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1A/14187	nan	nan	nan	nan	-80C	nan	nan	nan	P8	C11
Fe10/29665	nan	nan	Gut microflora metagenomics	2017-02-10 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo Day 10	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/29665	nan	nan	nan	nan	-80C	nan	nan	nan	P4	C4
Fe10/29705	nan	nan	Gut microflora metagenomics	2017-02-10 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo Day 10	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1B/29705	nan	nan	nan	nan	-80C	nan	nan	nan	P7	C3
Fe10/29654	nan	nan	Gut microflora metagenomics	2017-02-10 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo Day 10	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/29654	nan	nan	nan	nan	-80C	nan	nan	nan	P8	A11
Fe10/14184	nan	nan	Gut microflora metagenomics	2017-02-10 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo Day 10	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1C/14184	nan	nan	nan	nan	-80C	nan	nan	nan	P7	G10
Fe10/29666	nan	nan	Gut microflora metagenomics	2017-02-10 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo Day 10	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1D/29666	nan	nan	nan	nan	-80C	nan	nan	nan	P8	A7
Fe10/29948	nan	nan	Gut microflora metagenomics	2017-02-10 00:00:00	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Placebo Day 10	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	1D/29948	nan	nan	nan	nan	-80C	nan	nan	nan	P7	H6
